,ID,Count
161,18449,462.68713310226116
162,18450,474.0744277595286
163,18451,503.0408585439529
164,18452,483.4048923193267
165,18453,451.2073166759029
166,18454,452.84424028288527
167,18455,442.14018330505417
168,18456,415.42699392559183
169,18457,331.5324751778946
170,18458,280.5785884833674
171,18459,231.83206373054747
172,18460,195.1337486394877
173,18461,174.67689265129064
174,18462,187.82509204319948
175,18463,217.82749649503336
176,18464,250.8419533623076
177,18465,324.1426112860922
178,18466,460.0836239770546
179,18467,510.06302312541015
180,18468,515.4669995178174
181,18469,455.8903745359519
182,18470,487.4578650467894
183,18471,481.30087555052216
184,18472,469.0164264836295
185,18473,479.9424989710099
186,18474,491.7544692276374
187,18475,521.8011685679338
188,18476,501.4329023566611
189,18477,468.03455645604674
190,18478,469.73252718043705
191,18479,458.62927513920755
192,18480,396.05734010880445
193,18481,316.0744780638007
194,18482,267.4963617460767
195,18483,221.0226871523456
196,18484,186.03546370763306
197,18485,166.5324268608619
198,18486,179.0675797385594
199,18487,207.67109534493866
200,18488,239.14622373857284
201,18489,309.0291731617375
202,18490,438.6318149865085
203,18491,486.2808801083562
204,18492,491.4328912854897
205,18493,434.6340795375855
206,18494,464.7297076706759
207,18495,458.8597932967289
208,18496,447.1481176153768
209,18497,457.56475223581003
210,18498,468.82597885249476
211,18499,497.47172405868673
212,18500,478.0531464115404
213,18501,446.2120281528642
214,18502,447.8308294790127
215,18503,437.2452764593295
216,18504,381.6311349752947
217,18505,304.5616116269288
218,18506,257.75293069148165
219,18507,212.97203816514758
220,18508,179.25920812601288
221,18509,160.46656036128886
222,18510,172.54512610252806
223,18511,200.10677190398513
224,18512,230.43543332724227
225,18513,297.77292869207207
226,18514,422.6548543288909
227,18515,468.56832432787354
228,18516,473.53267588463217
229,18517,418.80273454167934
230,18518,447.80214336230733
231,18519,442.1460379000988
232,18520,430.8609545798172
233,18521,440.8981681098752
234,18522,451.7492097639921
235,18523,479.35154697165234
236,18524,460.6402820193337
237,18525,429.9589617423181
238,18526,431.5187989800975
239,18527,421.3188198252279
240,18528,266.3365547701757
241,18529,212.55050472027042
242,18530,179.88319413909767
243,18531,148.6310568212936
244,18532,125.10320969017081
245,18533,111.98800864403484
246,18534,120.41751895192671
247,18535,139.6525160834662
248,18536,160.81858576167616
249,18537,207.81275075160147
250,18538,294.9665984829423
251,18539,327.0091502990159
252,18540,330.47372163274804
253,18541,292.2782425846366
254,18542,312.51664015709326
255,18543,308.5693006866936
256,18544,300.69355382968536
257,18545,307.6984248323128
258,18546,315.27125834866695
259,18547,334.53465360589286
260,18548,321.47624881112927
261,18549,300.064062043638
262,18550,301.15265686161393
263,18551,294.0341933562413
264,18552,265.38329876425945
265,18553,211.7897565557536
266,18554,179.23936687578987
267,18555,148.09908535495532
268,18556,124.65544769933379
269,18557,111.5871878031906
270,18558,119.98652770756854
271,18559,139.152680077805
272,18560,160.2429934143449
273,18561,207.06895967519108
274,18562,293.9108715220255
275,18563,325.8387385364206
276,18564,329.2909096818471
277,18565,291.23213762776015
278,18566,311.39809912754663
279,18567,307.4648877405443
280,18568,299.61732928973885
281,18569,306.5971288733879
282,18570,314.1428581530085
283,18571,333.3373070080437
284,18572,320.32564008149734
285,18573,298.99009054337
286,18574,300.07478912731546
287,18575,292.98180360447236
288,18576,413.8522824497694
289,18577,330.27577303551055
290,18578,279.51503139724804
291,18579,230.95328450686162
292,18580,194.39407751123673
293,18581,174.01476498158928
294,18582,187.11312500154688
295,18583,217.0018027786981
296,18584,249.89111552954
297,18585,322.9139210534909
298,18586,458.3396377337234
299,18587,508.12958570402736
300,18588,513.5130778627073
301,18589,454.1622831625074
302,18590,485.6101144063806
303,18591,479.4764635042781
304,18592,467.2385796900115
305,18593,478.1232359671235
306,18594,489.89043194237985
307,18595,519.8232367044385
308,18596,499.53217814460504
309,18597,466.2604315245676
310,18598,467.9519659460108
311,18599,456.89080172927015
312,18600,404.20414035432333
313,18601,322.57605087844684
314,18602,272.9986948803387
315,18603,225.56906844517388
316,18604,189.86216658099025
317,18605,169.9579571531782
318,18606,182.75095498462304
319,18607,211.94283773981144
320,18608,244.06540163774545
321,18609,315.3858258198979
322,18610,447.6543615123293
323,18611,496.28355596425513
324,18612,501.5415427203572
325,18613,443.5743936469388
326,18614,474.2890813096326
327,18615,468.2984242678443
328,18616,456.34584235233405
329,18617,466.97674453680213
330,18618,478.4696117632543
331,18619,507.70459277054215
332,18620,487.88657984692804
333,18621,455.39049776413464
334,18622,457.04259742793715
335,18623,446.2393022350725
336,18624,419.13998118381727
337,18625,334.49563326348584
338,18626,283.08633289863815
339,18627,233.90412334936417
340,18628,196.87780748241875
341,18629,176.23811300096494
342,18630,189.5038278589475
343,18631,219.77438663651049
344,18632,253.0839188346559
345,18633,327.03972053308723
346,18634,464.1957415296539
347,18635,514.6218446113721
348,18636,520.0741204541814
349,18637,459.9650138264906
350,18638,491.81464702847416
351,18639,485.6026278305195
352,18640,473.20838329167475
353,18641,484.2321104055509
354,18642,496.1496532313631
355,18643,526.4649027945231
356,18644,505.91458988426245
357,18645,472.2177375442785
358,18646,473.93088432548905
359,18647,462.72839406922594
360,18648,399.7703273670299
361,18649,319.037636149392
362,18650,270.00410616134747
363,18651,223.0947467711623
364,18652,187.77952255056408
365,18653,168.09364721053618
366,18654,180.74631555430742
367,18655,209.6179854864158
368,18656,241.38818921092115
369,18657,311.9262824087325
370,18658,442.7439325391078
371,18659,490.8397015943183
372,18660,496.0400122218536
373,18661,438.70871882812423
374,18662,469.0864896523607
375,18663,463.16154557672616
376,18664,451.340074423422
377,18665,461.85436367035106
378,18666,473.2211628562205
379,18667,502.13545828527606
380,18668,482.5348339391418
381,18669,450.395209241096
382,18670,452.0291866240647
383,18671,441.3443953893479
384,18672,385.3441222335201
385,18673,307.52476971252
386,18674,260.2606751067524
387,18675,215.04409778396428
388,18676,181.0032669689439
389,18677,162.02778071096316
390,18678,174.22386191827607
391,18679,202.0536620454622
392,18680,232.67739879959055
393,18681,300.6700379390671
394,18682,426.7669718814901
395,18683,473.1271458138355
396,18684,478.13979682099614
397,18685,422.8773738322181
398,18686,452.15892534399217
399,18687,446.4477901800961
400,18688,435.0529113878624
401,18689,445.18777954441623
402,18690,456.1443937677179
403,18691,484.0152811982416
404,18692,465.12196954693513
405,18693,434.14214283054986
406,18694,435.7171561251495
407,18695,425.41793875524627
408,18696,270.04954202840116
409,18697,215.5136628058616
410,18698,182.39093855436843
411,18699,150.7031164401103
412,18700,126.84726853310183
413,18701,113.54922899370914
414,18702,122.09625476767471
415,18703,141.5994062249433
416,18704,163.06055123402444
417,18705,210.7098599985965
418,18706,299.07871603554156
419,18707,331.5679717849779
420,18708,335.08084256911195
421,18709,296.3528818751753
422,18710,316.8734221387781
423,18711,312.8710529666909
424,18712,304.88551063773053
425,18713,311.9880362668539
426,18714,319.66644235239266
427,18715,339.1983878324821
428,18716,325.9579363387307
429,18717,304.2472431318697
430,18718,305.35101400666593
431,18719,298.13331228625975
432,18720,269.09628602248483
433,18721,214.75291464134477
434,18722,181.7471112910606
435,18723,150.17114497377196
436,18724,126.39950654226479
437,18725,113.14840815286487
438,18726,121.66526352331651
439,18727,141.09957021928204
440,18728,162.48495888669316
441,18729,209.96606892218603
442,18730,298.02298907462466
443,18731,330.3975600223825
444,18732,333.898030618211
445,18733,295.30677691829885
446,18734,315.75488110923135
447,18735,311.7666400205415
448,18736,303.80928609778397
449,18737,310.8867403079288
450,18738,318.53804215673415
451,18739,338.00104123463285
452,18740,324.8073276090987
453,18741,303.17327163160166
454,18742,304.2731462723674
455,18743,297.0809225344907
456,18744,417.56526970799473
457,18745,333.2389311211017
458,18746,282.0227758125187
459,18747,233.02534412567826
460,18748,196.13813635416773
461,18749,175.57598533126355
462,18750,188.79186081729483
463,18751,218.94869292017518
464,18752,252.1330810018883
465,18753,325.8110303004859
466,18754,462.4517552863226
467,18755,512.6884071899893
468,18756,518.1201987990712
469,18757,458.23692245304613
470,18758,489.9668963880654
471,18759,483.77821578427535
472,18760,471.4305364980566
473,18761,482.4128474016645
474,18762,494.2856159461055
475,18763,524.4869709310277
476,18764,504.0138656722064
477,18765,470.44361261279926
478,18766,472.1503230910628
479,18767,460.9899206592886
480,18768,407.91712761254877
481,18769,325.53920896403804
482,18770,275.5064392956095
483,18771,227.64112806399058
484,18772,191.60622542392127
485,18773,171.5191775028525
486,18774,184.42969080037102
487,18775,213.88972788128856
488,18776,246.30736711009376
489,18777,318.2829350668929
490,18778,451.7664790649286
491,18779,500.8423774502172
492,18780,506.14866365672117
493,18781,447.6490329374775
494,18782,478.64586329131737
495,18783,472.60017654784156
496,18784,460.5377991603792
497,18785,471.2663559713433
498,18786,482.86479576698
499,18787,512.3683269971314
500,18788,492.3682673745294
501,18789,459.57367885236636
502,18790,461.24095457298915
503,18791,450.33842116509095
504,18792,422.8529684420427
505,18793,337.458791349077
506,18794,285.5940773139089
507,18795,235.97618296818086
508,18796,198.62186632534974
509,18797,177.79933335063924
510,18798,191.18256367469547
511,18799,221.72127677798755
512,18800,255.3258843070042
513,18801,329.93682978008223
514,18802,468.3078590822531
515,18803,519.1806660973342
516,18804,524.6812413905454
517,18805,464.03965311702933
518,18806,496.17142901015893
519,18807,489.90438011051674
520,18808,477.40034009972
521,18809,488.521721840092
522,18810,500.54483723508883
523,18811,531.1286370211124
524,18812,510.39627741186393
525,18813,476.4009186325102
526,18814,478.12924147054105
527,18815,466.8275129992444
528,18816,403.48331462525533
529,18817,322.0007942349831
530,18818,272.5118505766182
531,18819,225.166806389979
532,18820,189.5235813934951
533,18821,169.65486756021048
534,18822,182.42505137005543
535,18823,211.5648756278929
536,18824,243.63015468326944
537,18825,314.8233916557276
538,18826,446.8560500917071
539,18827,495.39852308028026
540,18828,500.64713315821757
541,18829,442.78335811866293
542,18830,473.44327163404546
543,18831,467.46329785672344
544,18832,455.53203123146716
545,18833,466.14397510489215
546,18834,477.6163468599462
547,18835,506.79919251186533
548,18836,487.0165214667432
549,18837,454.5783903293277
550,18838,456.2275437691167
551,18839,445.4435143193663
552,18840,389.05710949174545
553,18841,310.4879277981112
554,18842,262.7684195220231
555,18843,217.11615740278097
556,18844,182.7473258118749
557,18845,163.58900106063743
558,18846,175.90259773402406
559,18847,204.00055218693927
560,18848,234.9193642719388
561,18849,303.56714718606213
562,18850,430.87908943408934
563,18851,477.6859672997974
564,18852,482.74691775736005
565,18853,426.95201312275674
566,18854,456.5157073256769
567,18855,450.74954246009327
568,18856,439.24486819590754
569,18857,449.47739097895726
570,18858,460.53957777144353
571,18859,488.6790154248307
572,18860,469.6036570745365
573,18861,438.32532391878146
574,18862,439.9155132702015
575,18863,429.5170576852647
576,18864,273.76252928662655
577,18865,218.47682089145275
578,18866,184.8986829696391
579,18867,152.77517605892695
580,18868,128.5913273760328
581,18869,115.11044934338338
582,18870,123.77499058342268
583,18871,143.54629636642034
584,18872,165.30251670637273
585,18873,213.60696924559147
586,18874,303.1908335881408
587,18875,336.12679327093974
588,18876,339.68796350547586
589,18877,300.427521165714
590,18878,321.23020412046276
591,18879,317.1728052466881
592,18880,309.07746744577565
593,18881,316.2776477013948
594,18882,324.06162635611827
595,18883,343.8621220590713
596,18884,330.439623866332
597,18885,308.4304242201014
598,18886,309.5493711517179
599,18887,302.2324312162781
600,18888,272.8092732807103
601,18889,217.71607272693598
602,18890,184.25485570633137
603,18891,152.24320459258868
604,18892,128.1435653851958
605,18893,114.70962850253919
606,18894,123.34399933906454
607,18895,143.04646036075917
608,18896,164.7269243590415
609,18897,212.86317816918108
610,18898,302.135106627224
611,18899,334.9563815083445
612,18900,338.5051515545751
613,18901,299.3814162088376
614,18902,320.11166309091624
615,18903,316.06839230053885
616,18904,308.0012429058292
617,18905,315.17635174246993
618,18906,322.93322616045987
619,18907,342.6647754612221
620,18908,329.28901513670013
621,18909,307.35645271983344
622,18910,308.4715034174195
623,18911,301.18004146450915
624,18912,421.27825696622017
625,18913,336.20208920669285
626,18914,284.5305202277895
627,18915,235.09740374449495
628,18916,197.88219519709872
629,18917,177.13720568093785
630,18918,190.47059663304285
631,18919,220.89558306165227
632,18920,254.37504647423663
633,18921,328.7081395474809
634,18922,466.56387283892195
635,18923,517.2472286759513
636,18924,522.7273197354352
637,18925,462.3115617435849
638,18926,494.32367836975016
639,18927,488.0799680642726
640,18928,475.6224933061018
641,18929,486.7024588362055
642,18930,498.6807999498312
643,18931,529.150705157617
644,18932,508.4955531998079
645,18933,474.62679370103103
646,18934,476.3486802361148
647,18935,465.089039589307
648,18936,411.6301148707742
649,18937,328.5023670496292
650,18938,278.0141837108802
651,18939,229.71318768280727
652,18940,193.35028426685227
653,18941,173.0803978525268
654,18942,186.10842661611903
655,18943,215.83661802276566
656,18944,248.54933258244205
657,18945,321.1800443138879
658,18946,455.8785966175278
659,18947,505.4011989361792
660,18948,510.7557845930852
661,18949,451.72367222801626
662,18950,483.0026452730022
663,18951,476.9019288278389
664,18952,464.72975596842446
665,18953,475.55596740588425
666,18954,487.25997977070574
667,18955,517.0320612237206
668,18956,496.8499549021309
669,18957,463.75685994059813
670,18958,465.43931171804127
671,18959,454.43754009510945
672,18960,426.56595570026815
673,18961,340.42194943466814
674,18962,288.1018217291797
675,18963,238.04824258699756
676,18964,200.3659251682808
677,18965,179.36055370031352
678,18966,192.86129949044346
679,18967,223.66816691946468
680,18968,257.5678497793525
681,18969,332.8339390270773
682,18970,472.41997663485245
683,18971,523.7394875832962
684,18972,529.2883623269094
685,18973,468.1142924075681
686,18974,500.5282109918438
687,18975,494.20613239051403
688,18976,481.5922969077652
689,18977,492.811333274633
690,18978,504.94002123881455
691,18979,535.7923712477017
692,18980,514.8779649394653
693,18981,480.5840997207419
694,18982,482.3275986155931
695,18983,470.92663192926284
696,18984,407.1963018834807
697,18985,324.9639523205743
698,18986,275.01959499188894
699,18987,227.2388660087957
700,18988,191.2676402364261
701,18989,171.21608790988475
702,18990,184.10378718580338
703,18991,213.51176576936996
704,18992,245.8721201556177
705,18993,317.72050090272256
706,18994,450.9681676443064
707,18995,499.9573445662421
708,18996,505.2542540945815
709,18997,446.8579974092016
710,18998,477.80005361573023
711,18999,471.7650501367207
712,19000,459.7239880395123
713,19001,470.43358653943307
714,19002,482.01153086367185
715,19003,511.4629267384546
716,19004,491.49820899434457
717,19005,458.76157141755937
718,19006,460.4259009141687
719,19007,449.5426332493846
720,19008,392.7700967499709
721,19009,313.4510858837024
722,19010,265.27616393729386
723,19011,219.18821702159767
724,19012,184.49138465480593
725,19013,165.1502214103117
726,19014,177.58133354977204
727,19015,205.94744232841637
728,19016,237.16132974428712
729,19017,306.46425643305713
730,19018,434.9912069866886
731,19019,482.24478878575945
732,19020,487.3540386937241
733,19021,431.02665241329544
734,19022,460.87248930736166
735,19023,455.05129474009055
736,19024,443.4368250039527
737,19025,453.76700241349823
738,19026,464.93476177516925
739,19027,493.34274965142004
740,19028,474.085344602138
741,19029,442.50850500701324
742,19030,444.1138704152535
743,19031,433.61617661528317
744,19032,277.475516544852
745,19033,221.43997897704395
746,19034,187.40642738490988
747,19035,154.84723567774364
748,19036,130.33538621896383
749,19037,116.67166969305768
750,19038,125.45372639917068
751,19039,145.49318650789746
752,19040,167.544482178721
753,19041,216.50407849258647
754,19042,307.30295114074005
755,19043,340.68561475690177
756,19044,344.29508444183983
757,19045,304.5021604562527
758,19046,325.58698610214753
759,19047,321.4745575266854
760,19048,313.26942425382083
761,19049,320.56725913593584
762,19050,328.456810359844
763,19051,348.52585628566055
764,19052,334.9213113939334
765,19053,312.6136053083331
766,19054,313.7477282967699
767,19055,306.33155014629654
768,19056,276.5222605389357
769,19057,220.67923081252718
770,19058,186.76260012160213
771,19059,154.31526421140538
772,19060,129.88762422812687
773,19061,116.27084885221348
774,19062,125.02273515481255
775,19063,144.9933505022363
776,19064,166.9688898313898
777,19065,215.7602874161761
778,19066,306.2472241798233
779,19067,339.5152029943065
780,19068,343.11227249093906
781,19069,303.4560554993763
782,19070,324.468445072601
783,19071,320.37014458053613
784,19072,312.19319971387444
785,19073,319.46596317701096
786,19074,327.32841016418564
787,19075,347.32850968781145
788,19076,333.7707026643016
789,19077,311.5396338080651
790,19078,312.6698605624715
791,19079,305.27916039452754
792,19080,424.9912442244456
793,19081,339.1652472922841
794,19082,287.03826464306024
795,19083,237.16946336331165
796,19084,199.62625404002978
797,19085,178.69842603061215
798,19086,192.14933244879086
799,19087,222.8424732031294
800,19088,256.6170119465849
801,19089,331.605248794476
802,19090,470.67599039152117
803,19091,521.8060501619133
804,19092,527.3344406717993
805,19093,466.3862010341235
806,19094,498.68046035143493
807,19095,492.38172034426987
808,19096,479.814450114147
809,19097,490.9920702707466
810,19098,503.07598395355694
811,19099,533.8144393842063
812,19100,512.9772407274093
813,19101,478.80997478926275
814,19102,480.54703738116683
815,19103,469.1881585193254
816,19104,415.3431021289996
817,19105,331.46552513522033
818,19106,280.5219281261509
819,19107,231.78524730162394
820,19108,195.09434310978327
821,19109,174.64161820220104
822,19110,187.78716243186702
823,19111,217.78350816424273
824,19112,250.7912980547903
825,19113,324.07715356088295
826,19114,459.99071417012703
827,19115,509.96002042214104
828,19116,515.3629055294491
829,19117,455.7983115185549
830,19118,487.3594272546869
831,19119,481.20368110783613
832,19120,468.9217127764697
833,19121,479.8455788404252
834,19122,491.65516377443134
835,19123,521.6957954503098
836,19124,501.33164242973226
837,19125,467.9400410288297
838,19126,469.63766886309315
839,19127,458.5366590251278
840,19128,430.27894295849353
841,19129,343.38510752025934
842,19130,290.60956614445035
843,19131,240.12030220581426
844,19132,202.1099840112118
845,19133,180.9217740499878
846,19134,194.54003530619144
847,19135,225.61505706094178
848,19136,259.8098152517008
849,19137,335.73104827407224
850,19138,476.5320941874517
851,19139,528.298309069258
852,19140,533.8954832632733
853,19141,472.18893169810667
854,19142,504.8849929735285
855,19143,498.50788467051126
856,19144,485.78425371581034
857,19145,497.100944709174
858,19146,509.33520524254027
859,19147,540.4561054742909
860,19148,519.3596524670668
861,19149,484.7672808089736
862,19150,486.52595576064505
863,19151,475.02575085928123
864,19152,410.90928914170615
865,19153,327.92711040616547
866,19154,277.5273394071597
867,19155,229.3109256276124
868,19156,193.01169907935713
869,19157,172.77730825955905
870,19158,185.7825230015514
871,19159,215.45865591084703
872,19160,248.114085627966
873,19161,320.61761014971756
874,19162,455.0802851969056
875,19163,504.5161660522041
876,19164,509.8613750309455
877,19165,450.9326366997403
878,19166,482.156835597415
879,19167,476.0668024167179
880,19168,463.9159448475575
881,19169,474.72319797397415
882,19170,486.40671486739757
883,19171,516.1266609650438
884,19172,495.979896521946
885,19173,462.94475250579103
886,19174,464.6242580592207
887,19175,453.64175217940306
888,19176,396.48308400819633
889,19177,316.4142439692936
890,19178,267.7839083525646
891,19179,221.26027664041436
892,19180,186.23544349773698
893,19181,166.711441759986
894,19182,179.26006936552005
895,19183,207.8943324698935
896,19184,239.4032952166354
897,19185,309.36136568005213
898,19186,439.10332453928794
899,19187,486.8036102717214
900,19188,491.9611596300881
901,19189,435.1012917038342
902,19190,465.2292712890465
903,19191,459.35304702008784
904,19192,447.6287818119979
905,19193,458.0566138480393
906,19194,469.32994577889497
907,19195,498.0064838780093
908,19196,478.56703212973935
909,19197,446.6916860952449
910,19198,448.3122275603055
911,19199,437.71529554530156
912,19200,281.18850380307737
913,19201,224.40313706263512
914,19202,189.9141718001806
915,19203,156.91929529656036
916,19204,132.07944506189486
917,19205,118.23289004273197
918,19206,127.13246221491866
919,19207,147.44007664937456
920,19208,169.7864476510693
921,19209,219.4011877395815
922,19210,311.4150686933393
923,19211,345.24443624286374
924,19212,348.90220537820386
925,19213,308.5767997467914
926,19214,329.94376808383237
927,19215,325.77630980668266
928,19216,317.46138106186606
929,19217,324.8568705704769
930,19218,332.8519943635697
931,19219,353.1895905122499
932,19220,339.4029989215349
933,19221,316.7967863965648
934,19222,317.94608544182194
935,19223,310.4306690763149
936,19224,280.23524779716104
937,19225,223.64238889811827
938,19226,189.27034453687278
939,19227,156.387323830222
940,19228,131.6316830710578
941,19229,117.83206920188773
942,19230,126.70147097056048
943,19231,146.94024064371334
944,19232,169.21085530373801
945,19233,218.65739666317103
946,19234,310.3593417324225
947,19235,344.07402448026835
948,19236,347.7193934273029
949,19237,307.53069478991495
950,19238,328.8252270542857
951,19239,324.6718968605333
952,19240,316.3851565219195
953,19241,323.7555746115519
954,19242,331.72359416791124
955,19243,351.9922439144006
956,19244,338.25239019190286
957,19245,315.7228148962967
958,19246,316.8682177075234
959,19247,309.3782793245458
960,19248,428.70423148267093
961,19249,342.1284053778752
962,19250,289.5460090583309
963,19251,239.2415229821283
964,19252,201.37031288296077
965,19253,180.25964638028643
966,19254,193.82806826453884
967,19255,224.7893633446065
968,19256,258.85897741893314
969,19257,334.5023580414709
970,19258,474.78810794412044
971,19259,526.3648716478752
972,19260,531.9415616081632
973,19261,470.46084032466223
974,19262,503.0372423331197
975,19263,496.6834726242671
976,19264,484.0064069221921
977,19265,495.2816817052875
978,19266,507.47116795728266
979,19267,538.4781736107955
980,19268,517.4589282550106
981,19269,482.9931558774945
982,19270,484.7453945262188
983,19271,473.2872774493437
984,19272,419.05608938722503
985,19273,334.42868322081154
986,19274,283.0296725414217
987,19275,233.85730692044064
988,19276,196.83840195271432
989,19277,176.20283855187535
990,19278,189.465898247615
991,19279,219.7303983057198
992,19280,253.03326352713864
993,19281,326.97426280787795
994,19282,464.1028317227263
995,19283,514.5188419081031
996,19284,519.9700264658131
997,19285,459.8729508090936
998,19286,491.7162092363717
999,19287,485.50543338783336
1000,19288,473.11366958451487
1001,19289,484.13519027496625
1002,19290,496.05034777815706
1003,19291,526.3595296768991
1004,19292,505.8133299573337
1005,19293,472.12322211706146
1006,19294,473.83602600814515
1007,19295,462.6357779551462
1008,19296,433.99193021671897
1009,19297,346.34826560585054
1010,19298,293.1173105597211
1011,19299,242.19236182463095
1012,19300,203.85404285414282
1013,19301,182.4829943996621
1014,19302,196.21877112193943
1015,19303,227.56194720241888
1016,19304,262.0517807240491
1017,19305,338.62815752106724
1018,19306,480.644211740051
1019,19307,532.8571305552201
1020,19308,538.5026041996373
1021,19309,476.2635709886454
1022,19310,509.2417749552134
1023,19311,502.8096369505085
1024,19312,489.97621052385557
1025,19313,501.390556143715
1026,19314,513.730389246266
1027,19315,545.1198397008801
1028,19316,523.841339994668
1029,19317,488.9504618972054
1030,19318,490.7243129056971
1031,19319,479.1248697892996
1032,19320,414.6222763999316
1033,19321,330.89026849175673
1034,19322,280.0350838224304
1035,19323,231.3829852464291
1036,19324,194.75575792228813
1037,19325,174.33852860923335
1038,19326,187.46125881729938
1039,19327,217.40554605232415
1040,19328,250.35605110031435
1041,19329,323.5147193967126
1042,19330,459.19240274950494
1043,19331,509.07498753816617
1044,19332,514.4684959673095
1045,19333,455.007275990279
1046,19334,486.5136175790998
1047,19335,480.36855469671525
1048,19336,468.10790165560275
1049,19337,479.0128094085152
1050,19338,490.80189887112334
1051,19339,520.790395191633
1052,19340,500.46158404954735
1053,19341,467.1279335940228
1054,19342,468.8226152042728
1055,19343,457.7408711094215
1056,19344,400.19607126642177
1057,19345,319.3774020548848
1058,19346,270.2916527678354
1059,19347,223.33233625923106
1060,19348,187.97950234066798
1061,19349,168.2726621096603
1062,19350,180.93880518126804
1063,19351,209.8412226113706
1064,19352,241.64526068898374
1065,19353,312.25847492704713
1066,19354,443.2154420918872
1067,19355,491.3624317576834
1068,19356,496.568280566452
1069,19357,439.17593099437295
1070,19358,469.58605327073127
1071,19359,463.6547993000851
1072,19360,451.82073862004313
1073,19361,462.34622528258035
